GeneID	ANNOTATION_SYMBOL	NAME	ISC	EB	EC	EE	VM
FBgn0038350	CG18516	-	0.000	0.001	0.000	0.007	0.001
FBgn0038353	CG5399	-	387.471	706.113	1321.612	1079.785	1354.327
FBgn0038354	CG5404	-	0.832	4.186	3.298	2.142	3.745
FBgn0038355	CG4520	-	0.004	0.002	0.008	0.017	0.073
FBgn0038356	CG12784	-	0.000	0.000	0.000	0.000	0.010
FBgn0038357	CG5623	-	0.000	0.006	0.004	0.000	0.000
FBgn0038358	CG4525	-	0.003	0.065	0.148	0.055	0.079
FBgn0038359	CG5614	-	0.182	0.021	0.017	0.007	0.050
FBgn0038360	CG9590	-	12.732	8.642	10.942	12.655	16.500
FBgn0038361	CG9589	-	0.528	0.377	0.216	0.309	0.172
FBgn0038363	CG18505	Acylphosphatase 2	97.977	86.575	75.402	89.591	79.861
FBgn0038365	CG9593	-	3.015	5.469	2.185	0.652	1.880
FBgn0038366	CG4576	-	0.020	2.980	4.333	0.254	1.454
FBgn0038369	CG4560	"Actin-related protein 2/3 complex, subunit 3A"	33.588	40.262	39.880	23.132	23.163
FBgn0038371	CG9597	PSEA-binding protein 45kD	2.868	1.745	3.284	2.093	1.551
FBgn0038373	CG4546	-	0.008	0.024	0.002	0.004	0.026
FBgn0038376	CG4225	Heavy metal tolerance factor 1	8.565	9.929	12.422	15.028	16.715
FBgn0038377	CG9632	-	0.051	0.065	0.086	0.117	0.172
FBgn0038380	CG14877	-	0.108	0.034	0.057	0.177	0.360
FBgn0038381	CG3303	-	6.147	0.925	1.367	0.448	2.688
FBgn0038385	CG4221	-	0.027	0.133	0.036	0.000	0.250
FBgn0038386	CG5478	-	0.007	0.000	0.000	0.000	0.018
FBgn0038387	CG5268	black pearl	50.086	43.892	56.774	32.593	28.697
FBgn0038388	CG4287	-	3.309	5.105	8.173	9.904	8.563
FBgn0038389	CG5516	-	4.037	3.194	5.597	7.923	3.174
FBgn0038390	CG5083	Retinoblastoma-family protein 2	0.573	0.255	0.270	0.559	0.178
FBgn0038391	CG10278	GATAe	6.309	6.483	6.755	9.099	3.469
FBgn0038394	CG10264	-	0.348	0.506	0.326	0.290	0.473
FBgn0038395	CG10407	-	6.597	7.154	6.619	2.698	2.067
FBgn0038396	CG5013	-	11.904	10.675	10.846	12.221	9.982
FBgn0038397	CG10185	-	0.061	0.087	0.051	0.096	0.033
FBgn0038398	CG4979	sex-specific enzyme 2	0.043	0.044	0.066	0.023	0.062
FBgn0038400	CG5903	-	202.781	245.375	180.477	116.180	170.869
FBgn0038401	CG5916	-	0.950	1.113	1.180	0.805	0.769
FBgn0038402	CG5952	48 related 2	2.934	1.717	3.306	1.415	1.042
FBgn0038404	CG8925	-	1.315	0.886	2.170	1.207	4.386
FBgn0038405	CG8927	-	0.200	0.106	0.281	0.103	0.202
FBgn0038407	CG6126	-	2.929	5.147	4.072	7.304	3.975
FBgn0038412	CG6898	Zinc/iron regulated transporter-related protein 3	0.938	1.721	2.013	13.038	3.692
FBgn0038414	CG6901	-	30.946	6.768	54.558	38.034	72.484
FBgn0038415	CG17929	-	0.788	1.295	4.695	3.829	6.912
FBgn0038416	CG17930	-	14.662	31.548	64.967	84.129	68.977
FBgn0038418	CG10309	poils au dos	1.116	2.102	3.162	1.890	0.653
FBgn0038419	CG14879	-	3.481	13.156	11.511	3.862	1.456
FBgn0038420	CG10311	-	0.972	5.222	3.568	2.658	14.585
FBgn0038421	CG17931	-	0.609	0.328	0.792	0.855	0.795
FBgn0038422	CG14880	-	0.344	0.085	0.058	0.032	0.241
FBgn0038423	CG10317	-	0.003	0.000	0.048	0.007	0.027
FBgn0038424	CG17565	-	5.234	6.316	8.938	8.132	7.689
FBgn0038425	CG14881	-	4.208	4.814	4.296	3.542	2.305
FBgn0038426	CG10406	mitochondrial ribosomal protein S33	26.944	40.088	53.816	52.868	32.025
FBgn0038427	CG12753	endosomal maturation defective	1.424	1.304	1.458	2.098	1.925
FBgn0038428	CG14894	-	30.901	46.264	56.851	46.856	43.887
FBgn0038429	CG14882	-	0.911	0.817	1.998	2.226	1.077
FBgn0038431	CG10405	-	0.095	0.506	0.486	2.835	0.751
FBgn0038432	CG14883	-	5.705	7.470	7.694	14.683	6.056
FBgn0038435	CG14885	Guanylyl cyclase at 89Da	0.051	0.095	0.773	0.015	0.029
FBgn0038436	CG14886	Guanylyl cyclase at 89Db	0.000	0.012	0.224	0.005	0.004
FBgn0038437	CG14898	-	5.729	13.373	19.855	25.826	11.024
FBgn0038438	CG14899	Derlin-2	32.346	42.739	52.049	74.579	59.876
FBgn0038439	CG14900	Cadherin 89D	0.039	0.212	0.081	0.117	0.162
FBgn0038440	CG14901	Gustatory receptor 89a	12.205	52.859	23.477	31.933	25.473
FBgn0038445	CG14891	-	0.019	0.027	0.085	0.090	0.069
FBgn0038446	CG14903	-	31.713	44.939	69.879	55.617	57.379
FBgn0038447	CG14892	-	0.081	0.147	0.735	0.055	0.679
FBgn0038448	CG12783	-	0.006	0.007	0.016	0.434	0.003
FBgn0038449	CG17562	-	0.000	0.074	0.024	0.951	0.087
FBgn0038450	CG17560	-	0.004	0.017	0.000	0.028	0.000
FBgn0038451	CG14893	-	0.000	0.000	0.000	0.008	0.000
FBgn0038452	CG14905	-	0.004	0.011	0.000	0.040	0.047
FBgn0038453	CG10326	-	24.749	19.368	17.831	24.457	8.529
FBgn0038454	CG10324	-	7.361	10.314	8.687	6.784	8.359
FBgn0038455	CG14907	-	0.000	0.000	0.000	0.000	0.000
FBgn0038458	CG14909	Vacuolar H[+] ATPase M9.7 subunit d	0.000	0.035	0.014	0.007	0.000
FBgn0038460	CG18622	-	22.230	20.036	38.438	36.863	40.799
FBgn0038461	CG3678	-	11.145	13.877	22.296	18.193	1.718
FBgn0038462	CG17556	-	4.034	16.248	12.035	24.561	25.880
FBgn0038463	CG3534	-	1.565	2.530	3.579	6.753	5.826
FBgn0038464	CG16941	-	4.019	3.394	3.939	3.469	2.550
FBgn0038465	CG8913	Immune-regulated catalase	0.509	2.763	3.330	2.288	8.200
FBgn0038466	CG8907	-	7.600	19.947	38.641	72.044	54.198
FBgn0038467	CG3590	Adenylosuccinate Lyase	6.526	7.628	8.987	6.184	6.334
FBgn0038468	CG5225	-	0.065	0.578	0.386	0.676	1.087
FBgn0038469	CG4009	-	0.023	0.074	0.014	0.010	0.050
FBgn0038470	CG18213	-	1.660	1.033	0.738	0.740	0.721
FBgn0038471	CG5220	-	19.941	19.630	25.383	28.610	15.206
FBgn0038472	CG3995	-	6.886	6.312	7.141	6.690	4.575
FBgn0038473	CG3983	Nucleostemin ortholog (H. sapiens) 1	25.369	18.772	18.526	9.688	11.056
FBgn0038474	CG5184	mitochondrial ribosomal protein S11	70.865	106.885	91.188	87.064	59.778
FBgn0038475	CG3962	Keap1	5.653	11.256	5.732	3.914	6.854
FBgn0038476	CG5175	kugelkern	4.162	1.390	1.580	3.598	1.306
FBgn0038478	CG5148	chromosome alignment defect 1	0.569	0.257	0.549	0.579	0.624
FBgn0038479	CG17477	-	0.269	0.985	3.423	0.209	14.299
FBgn0038481	CG17475	-	1.493	8.610	44.520	5.148	468.108
FBgn0038482	CG4053	-	1.224	2.754	15.266	6.813	142.656
FBgn0038484	CG5246	-	81.221	173.946	169.310	15.710	168.738
FBgn0038485	CG5255	-	0.448	1.141	1.950	0.233	2.700
FBgn0038486	CG5265	-	0.008	0.023	0.035	0.000	0.052
FBgn0038487	CG4060	TweedleW	1.129	2.125	0.271	0.658	0.187
FBgn0038488	CG11896	mann-cup	1.100	1.732	2.302	0.632	1.082
FBgn0038490	CG5285	-	0.905	1.108	1.920	3.062	0.880
FBgn0038491	CG5292	-	7.521	7.006	8.258	6.520	7.472
FBgn0038492	CG4090	Mucin related 89F	0.132	0.109	0.159	0.084	0.063
FBgn0038494	CG4135	beat-IIb	0.043	0.132	0.055	0.025	0.194
FBgn0038498	CG14334	beaten path IIa	5.047	0.805	1.021	0.185	0.577
FBgn0038499	CG31256	Brf	1.610	1.389	0.870	0.905	0.921
FBgn0038504	CG5407	Sur-8	3.412	7.276	7.975	3.210	6.441
FBgn0038505	CG17283	-	0.005	0.023	0.005	0.031	0.023
FBgn0038506	CG5860	-	0.000	0.002	0.003	0.000	0.019
FBgn0038507	CG5863	-	0.043	0.000	0.010	0.183	0.013
FBgn0038508	CG5866	-	0.032	1.042	0.041	0.094	10.909
FBgn0038509	CG14332	-	0.000	28.439	0.009	0.000	10.887
FBgn0038510	CG14331	-	0.001	0.000	0.000	0.000	0.001
FBgn0038511	CG5873	-	0.018	0.658	0.337	0.024	0.149
FBgn0038512	CG14330	-	0.108	0.017	0.034	0.009	0.016
FBgn0038515	CG5823	-	7.307	7.789	7.666	6.959	9.071
FBgn0038516	CG5840	-	2.284	5.913	10.111	9.826	7.897
FBgn0038519	CG5826	Peroxiredoxin 3	118.268	125.504	128.066	32.892	65.433
FBgn0038523	CG7587	-	0.000	0.029	0.000	0.000	0.054
FBgn0038524	CG7623	slalom	2.136	1.377	2.989	4.097	2.252
FBgn0038525	CG14329	-	0.008	0.017	0.018	0.051	0.111
FBgn0038526	CG14327	-	0.125	8.414	5.513	0.041	78.244
FBgn0038527	CG14324	-	0.011	0.094	0.031	0.011	0.042
FBgn0038528	CG14326	-	0.000	0.076	0.089	0.086	0.073
FBgn0038529	CG14323	-	0.000	0.013	0.011	0.004	0.013
FBgn0038530	CG7629	Attacin-D	3.257	7.887	17.018	1.441	7.878
FBgn0038531	CG14325	-	0.002	0.069	0.048	0.008	0.056
FBgn0038532	CG14322	-	0.152	0.188	0.175	0.182	0.116
FBgn0038533	CG7523	-	51.632	43.458	52.334	40.624	39.620
FBgn0038535	CG18212	aluminum tubes	1.807	1.803	2.378	2.242	2.380
FBgn0038536	CG7655	-	47.318	32.611	31.802	16.677	15.463
FBgn0038539	CG12334	Autophagy-specific gene 8b	0.004	0.005	0.000	0.053	5.177
FBgn0038540	CG14321	-	0.427	0.046	1.341	37.259	2.166
FBgn0038541	CG16766	Tyramine receptor II	0.020	0.038	0.070	1.246	0.143
FBgn0038542	CG7431	Tyramine receptor	4.040	2.789	1.180	3.739	1.616
FBgn0038545	CG7713	-	1.478	1.058	1.198	1.326	2.129
FBgn0038546	CG7379	-	7.470	4.622	6.620	6.326	7.755
FBgn0038547	CG17803	-	0.101	0.081	0.109	0.410	0.110
FBgn0038548	CG17806	-	1.595	1.857	1.819	2.977	1.301
FBgn0038549	CG17802	-	0.433	0.308	1.372	0.930	0.461
FBgn0038550	CG17801	-	0.015	0.002	0.003	0.250	0.066
FBgn0038551	CG7357	-	12.415	7.106	11.653	22.278	11.054
FBgn0038552	CG18012	-	9.156	7.955	9.469	6.337	9.298
FBgn0038558	CG12347	-	0.003	0.003	0.018	0.005	0.003
FBgn0038564	CG7785	-	1.967	1.826	3.251	13.206	2.313
FBgn0038565	CG7794	-	0.156	0.235	0.212	0.456	0.187
FBgn0038566	CG14317	-	0.000	0.009	0.003	0.000	0.010
FBgn0038567	CG14316	-	0.000	0.033	0.002	0.012	0.002
FBgn0038568	CG14315	-	1.164	1.131	10.196	1.847	6.555
FBgn0038569	CG7218	-	0.772	1.119	1.243	1.421	1.521
FBgn0038570	CG7217	Peroxiredoxin 5	0.000	0.000	0.000	0.000	0.000
FBgn0038571	CG7215	-	0.000	0.000	0.000	0.000	0.000
FBgn0038575	CG7208	-	0.010	0.020	0.019	0.018	0.033
FBgn0038576	CG7940	Actin-related protein 5	4.462	3.698	3.654	3.440	2.823
FBgn0038577	CG12321	-	18.236	23.987	26.425	24.863	31.489
FBgn0038578	CG7957	Mediator complex subunit 17	6.709	4.508	4.829	5.311	2.985
FBgn0038579	CG14313	-	0.144	0.044	0.034	0.122	0.073
FBgn0038581	CG14314	-	0.351	0.044	0.040	1.056	0.042
FBgn0038582	CG7988	-	25.650	20.185	17.317	10.644	15.566
FBgn0038583	CG7183	-	3.196	1.625	2.130	2.407	1.554
FBgn0038584	CG7175	-	5.395	4.861	5.807	5.021	3.419
FBgn0038585	CG7993	-	41.706	31.436	29.706	14.535	14.084
FBgn0038586	CG7168	-	10.487	11.373	21.969	15.678	11.972
FBgn0038588	CG7156	-	0.128	0.249	0.224	0.523	0.192
FBgn0038589	CG18598	-	2.701	1.704	4.539	3.216	2.343
FBgn0038590	CG12320	-	1.035	1.923	1.940	1.859	1.387
FBgn0038592	CG18599	-	0.115	0.093	0.115	1.550	0.051
FBgn0038593	CG7146	-	3.863	4.041	3.379	2.736	2.233
FBgn0038595	CG7142	-	116.162	332.257	206.091	74.518	160.904
FBgn0038596	CG14312	-	0.635	0.766	0.546	19.936	0.417
FBgn0038597	CG8064	-	3.077	2.109	2.730	1.687	1.474
FBgn0038598	CG7131	-	3.188	2.369	2.149	2.634	2.757
FBgn0038601	CG18600	-	8.542	10.347	9.677	6.079	4.878
FBgn0038602	CG7126	-	0.023	0.038	0.026	0.253	0.376
FBgn0038603	CG7125	Protein Kinase D	0.062	0.137	0.193	2.213	0.834
FBgn0038606	CG15803	-	0.027	0.016	0.004	1.586	0.013
FBgn0038607	CG7669	-	0.008	0.005	0.008	0.017	0.021
FBgn0038608	CG7670	WRN exonuclease	2.704	4.096	1.877	0.147	1.029
FBgn0038609	CG7671	Nucleoporin 43kD	18.730	17.107	16.644	10.874	7.434
FBgn0038610	CG7675	-	0.104	0.560	0.155	0.151	0.494
FBgn0038611	CG14309	-	0.195	0.136	0.134	0.097	0.258
FBgn0038612	CG7676	corona	0.040	0.080	0.182	0.287	0.393
FBgn0038613	CG7678	Vacuolar H[+] ATPase 100kD subunit 4	39.857	35.462	238.619	359.238	250.629
FBgn0038617	CG12333	-	2.321	2.941	3.567	7.067	2.961
FBgn0038619	CG7685	-	4.562	3.808	4.423	4.578	4.215
FBgn0038621	CG10864	-	0.007	0.007	0.010	0.003	0.007
FBgn0038626	CG7691	-	0.000	0.000	0.000	0.000	0.000
FBgn0038627	CG7694	-	19.406	27.962	23.403	27.330	18.631
FBgn0038629	CG14304	-	0.006	0.010	0.005	0.006	0.058
FBgn0038630	CG14305	-	0.064	0.001	0.003	0.009	0.163
FBgn0038631	CG7695	-	0.061	0.404	0.085	0.106	2.293
FBgn0038632	CG14301	-	0.305	0.325	0.131	0.201	0.245
FBgn0038638	CG7702	-	19.792	26.326	22.350	43.159	19.386
FBgn0038639	CG7705	-	3.754	3.992	5.086	6.549	4.952
FBgn0038640	CG7706	-	3.214	3.343	3.512	6.568	3.316
FBgn0038641	CG7708	-	0.676	0.740	3.845	2.596	2.121
FBgn0038642	CG7709	Mucin 91C	0.103	0.128	0.528	0.250	0.232
FBgn0038643	CG14300	-	0.064	0.124	0.012	0.057	0.000
FBgn0038645	CG7714	-	0.339	0.595	1.356	0.992	3.886
FBgn0038646	CG7715	-	0.130	0.051	0.160	0.086	0.037
FBgn0038647	CG14302	-	8.698	68.192	46.450	10.868	7.538
FBgn0038649	CG7718	-	2.291	3.721	3.455	2.087	2.441
FBgn0038651	CG14299	-	1.631	1.300	1.831	1.435	1.323
FBgn0038652	CG7720	-	3.875	0.669	4.358	3.410	4.467
FBgn0038653	CG18208	-	0.023	0.007	0.025	0.540	0.090
FBgn0038654	CG14298	-	0.164	0.272	0.882	0.588	1.618
FBgn0038655	CG14297	-	0.010	0.022	0.006	0.012	0.009
FBgn0038656	CG14294	-	0.014	0.012	0.007	0.021	0.007
FBgn0038658	CG14292	-	7.770	2.610	3.049	841.342	87.458
FBgn0038659	CG14296	endophilin A	1.572	1.732	2.736	4.681	1.610
FBgn0038660	CG14291	-	0.906	1.297	0.755	0.843	1.250
FBgn0038662	CG14290	Mitochondrial pyruvate carrier	40.386	42.412	53.136	140.012	48.688
FBgn0038665	CG12269	-	0.608	0.757	0.364	0.795	0.278
FBgn0038666	CG5451	SMU1 ortholog	2.635	1.973	1.939	1.855	1.173
FBgn0038672	CG6005	-	6.675	7.333	5.713	7.135	5.344
FBgn0038673	CG14286	-	8.376	11.450	9.938	5.619	6.459
FBgn0038674	CG14285	-	1.920	1.261	1.468	1.026	1.284
FBgn0038675	CG6013	-	13.995	12.931	19.064	20.499	15.951
FBgn0038676	CG6026	-	0.010	0.039	0.013	0.036	0.013
FBgn0038678	CG14283	mitochondrial ribosomal protein L55	34.188	48.507	53.563	24.773	24.597
FBgn0038679	CG6040	-	2.381	1.013	1.187	0.604	1.270
FBgn0038680	CG11821	Cyp12a5	4.571	15.661	16.094	9.379	40.636
FBgn0038681	CG6042	Cyp12a4	19.471	29.384	60.019	70.372	5.428
FBgn0038682	CG5835	-	78.737	128.575	77.471	119.526	137.078
FBgn0038683	CG11779	-	0.862	1.531	1.465	0.610	0.694
FBgn0038685	CG14282	-	0.005	0.019	0.033	0.003	0.027
FBgn0038686	CG5555	-	2.322	1.941	3.743	7.636	2.591
FBgn0038690	CG11703	-	0.062	0.212	0.048	0.123	0.070
FBgn0038691	CG5250	-	0.028	0.110	0.000	0.007	0.024
FBgn0038692	CG3773	-	5.591	4.237	7.975	6.854	6.068
FBgn0038693	CG5237	-	0.252	0.123	0.248	1.693	0.266
FBgn0038694	CG5217	-	0.295	0.036	0.051	0.010	0.026
FBgn0038695	CG14280	-	0.149	0.073	0.041	0.026	0.009
FBgn0038697	CG3581	-	0.000	0.016	0.035	0.008	0.009
FBgn0038700	CG3734	-	4.420	9.578	22.920	9.050	108.620
FBgn0038701	CG18493	-	5.518	17.099	39.030	51.150	171.682
FBgn0038702	CG3739	-	8.071	4.119	37.955	45.004	69.405
FBgn0038704	CG5316	-	1.269	0.891	1.583	1.204	0.793
FBgn0038705	CG11626	-	0.120	0.148	0.172	0.212	0.228
FBgn0038706	CG3517	-	0.000	0.003	0.000	0.000	0.000
FBgn0038708	CG6255	-	0.021	0.038	0.018	0.028	0.074
FBgn0038709	CG15025	-	0.092	0.021	0.229	0.109	0.102
FBgn0038714	CG6240	Cuticular protein 92A	0.019	0.055	0.102	0.975	0.173
FBgn0038715	CG7333	-	0.004	0.004	0.035	0.000	0.090
FBgn0038716	CG7342	-	0.015	0.019	0.016	0.023	0.008
FBgn0038717	CG17751	-	0.217	0.137	0.104	0.087	0.066
FBgn0038718	CG17752	-	0.220	0.025	0.066	0.095	0.147
FBgn0038719	CG16727	-	0.100	0.066	0.043	0.233	0.444
FBgn0038720	CG6231	-	0.233	0.368	0.561	3.617	0.548
FBgn0038721	CG16718	-	0.074	0.390	0.230	0.676	0.754
FBgn0038722	CG7360	Nucleoporin 58kD	4.302	2.802	3.488	2.223	1.819
FBgn0038723	CG6195	-	30.343	37.584	32.009	19.182	23.231
FBgn0038725	CG6184	-	0.094	0.014	0.097	13.563	0.068
FBgn0038727	CG7432	-	0.030	0.085	0.079	0.013	0.056
FBgn0038730	CG6300	-	0.242	0.376	1.307	0.799	1.184
FBgn0038731	CG11659	-	0.016	0.029	0.049	0.082	0.080
FBgn0038732	CG11391	-	0.024	0.022	0.068	0.028	0.022
FBgn0038733	CG11407	-	0.672	0.137	0.980	1.005	2.837
FBgn0038734	CG11453	-	3.004	18.202	20.466	46.866	26.322
FBgn0038735	CG4662	-	10.595	8.240	7.898	16.122	7.091
FBgn0038737	CG11447	-	2.449	3.252	5.073	5.033	3.674
FBgn0038738	CG4572	-	2.928	5.540	9.957	2.786	7.004
FBgn0038739	CG4686	-	15.182	12.596	24.308	25.118	14.510
FBgn0038740	CG4562	-	0.323	0.185	2.387	4.222	5.049
FBgn0038741	CG17186	-	3.780	2.907	4.072	4.210	2.042
FBgn0038742	CG4703	Arc42	13.720	17.106	16.805	12.498	12.183
FBgn0038744	CG4733	-	0.614	0.798	0.643	1.050	1.386
FBgn0038745	CG4538	-	3.999	3.632	6.193	7.636	5.735
FBgn0038746	CG4510	Surfeit 6	31.320	33.212	16.571	6.868	11.324
FBgn0038747	CG4755	Rho GTPase activating protein at 92B	9.777	23.028	8.784	5.328	12.805
FBgn0038749	CG4468	exit protein of rhodopsin and TRP	0.000	0.000	0.000	0.000	0.000
FBgn0038750	CG4465	-	0.355	0.010	0.009	0.124	0.011
FBgn0038751	CG4770	-	0.162	0.214	0.070	0.081	0.311
FBgn0038752	CG4462	-	1.408	0.510	2.772	0.930	13.736
FBgn0038753	CG4459	-	0.512	0.399	0.444	1.462	0.438
FBgn0038755	CG4451	Heparan sulfate 6-O-sulfotransferase	8.307	4.077	5.864	5.660	3.985
FBgn0038756	CG4783	-	9.400	5.662	310.620	135.794	568.703
FBgn0038760	CG12254	Mediator complex subunit 25	2.642	2.231	2.704	3.150	1.830
FBgn0038761	CG17190	-	0.017	0.222	0.046	0.087	0.517
FBgn0038762	CG4836	-	0.085	0.181	0.208	0.118	0.116
FBgn0038763	CG4433	-	0.212	0.427	0.584	0.413	0.360
FBgn0038765	CG4424	-	0.534	0.542	0.901	2.074	0.614
FBgn0038766	CG4854	-	0.903	0.811	0.795	0.786	0.443
FBgn0038767	CG4413	trade embargo	2.401	1.532	1.922	1.227	1.364
FBgn0038768	CG4936	-	2.483	1.762	1.650	1.484	1.161
FBgn0038769	CG10889	-	1.600	1.205	1.401	0.901	0.908
FBgn0038771	CG4390	-	25.298	39.442	28.778	19.466	40.509
FBgn0038772	CG4973	-	3.329	4.377	4.262	2.071	2.750
FBgn0038773	CG10887	-	0.008	0.001	0.000	0.003	0.000
FBgn0038774	CG5023	-	0.027	0.169	0.708	0.055	2.515
FBgn0038775	CG17199	-	0.000	0.000	0.000	0.002	0.000
FBgn0038783	CG4367	-	1.335	0.270	0.648	1.192	26.868
FBgn0038784	CG4362	-	1.955	0.096	0.283	0.196	0.193
FBgn0038787	CG4360	-	4.215	3.358	3.221	1.685	1.786
FBgn0038788	CG5085	Sirt2	1.973	2.095	4.850	10.826	4.994
FBgn0038789	CG15685	Ionotropic receptor 92a	0.008	0.002	0.177	1.174	0.001
FBgn0038790	CG5097	Metallothionein C	13.474	71.927	676.497	594.565	495.968
FBgn0038795	CG4335	-	0.009	0.000	0.012	0.298	0.027
FBgn0038796	CG10881	-	0.025	0.006	0.006	0.122	0.173
FBgn0038797	CG4323	Dicarboxylate carrier 2	0.047	0.056	0.959	7.569	0.066
FBgn0038798	CG17916	Odorant receptor 92a	0.021	0.769	0.006	0.854	0.064
FBgn0038799	CG4288	-	0.225	0.110	0.068	24.879	1.001
FBgn0038803	CG5191	-	0.197	1.804	1.332	6.842	11.680
FBgn0038804	CG10877	-	0.720	3.586	4.966	2.583	5.266
FBgn0038805	CG4217	mitochondrial transcription factor A	14.771	14.801	14.622	9.524	9.177
FBgn0038806	CG5412	-	4.264	6.591	6.675	6.888	5.304
FBgn0038808	CG5417	Signal recognition particle protein 14	10.866	11.824	15.258	14.779	10.136
FBgn0038809	CG16953	-	6.504	12.509	17.532	18.227	15.667
FBgn0038810	CG5434	Signal recognition particle protein 72	11.031	9.340	11.297	9.191	12.410
FBgn0038811	CG4159	-	5.784	5.147	3.981	2.616	1.709
FBgn0038814	CG15923	-	0.010	0.009	0.004	0.007	0.007
FBgn0038815	CG5466	-	0.731	0.730	0.907	2.271	0.289
FBgn0038816	CG5483	Leucine-rich repeat kinase	0.067	0.107	0.182	0.276	0.084
FBgn0038818	CG4058	Neprilysin 4	0.033	0.010	0.012	0.009	0.009
FBgn0038819	CG5494	Cuticular protein 92F	0.014	0.000	0.009	0.019	0.013
FBgn0038820	CG4000	-	0.000	0.003	0.021	0.007	0.000
FBgn0038821	CG17267	-	0.471	0.667	0.434	0.090	0.218
FBgn0038826	CG17838	Syncrip	6.420	5.467	5.668	4.812	4.614
FBgn0038827	CG17269	Fancd2	0.443	1.187	0.397	1.070	0.846
FBgn0038828	CG17270	-	8.542	6.728	6.179	4.787	2.131
FBgn0038829	CG17271	-	19.322	12.992	22.735	28.009	37.522
FBgn0038830	CG17272	-	65.437	106.476	140.651	174.104	154.053
FBgn0038832	CG15695	-	0.076	0.207	0.131	0.160	1.041
FBgn0038833	CG15696	-	0.143	0.069	0.146	0.018	0.151
FBgn0038834	CG15697	Ribosomal protein S30	4844.387	5313.211	4160.496	1998.599	3980.162
FBgn0038837	CG3822	-	0.267	0.116	0.235	0.131	0.054
FBgn0038838	CG5609	Turandot B	1.029	0.963	0.710	0.005	0.132
FBgn0038839	CG10830	-	0.020	0.067	0.042	6.940	0.096
FBgn0038840	CG5621	-	0.002	0.004	0.015	0.029	0.007
FBgn0038842	CG5630	-	458.255	548.315	225.412	22.877	24.963
FBgn0038845	CG10827	-	0.880	1.860	6.705	2.613	93.905
FBgn0038846	CG5697	-	0.138	0.095	0.955	1.672	0.151
FBgn0038847	CG12278	-	0.058	0.016	0.016	0.302	0.090
FBgn0038849	CG7079	-	0.978	2.107	1.629	5.253	13.954
FBgn0038850	CG17279	-	0.056	0.078	0.149	0.115	0.639
FBgn0038851	CG5737	doublesex-Mab related 93B	1.733	1.407	1.878	6.281	1.531
FBgn0038852	CG7056	-	0.527	0.712	0.485	1.437	0.458
FBgn0038853	CG3421	Rho GTPase activating protein at 93B	1.150	0.961	1.024	0.862	0.746
FBgn0038854	CG7044	-	11.753	9.984	9.309	6.189	6.912
FBgn0038855	CG5745	-	8.099	6.956	6.982	6.176	5.864
FBgn0038856	CG7034	sec15	2.990	2.715	3.762	3.018	2.981
FBgn0038857	CG17282	-	14.268	15.458	19.763	28.930	14.961
FBgn0038858	CG5793	-	5.401	10.293	7.436	9.722	9.270
FBgn0038859	CG17284	Odorant-binding protein 93a	0.053	0.194	0.208	0.206	0.157
FBgn0038860	CG10825	Interacts with the C terminus of ELL 1	0.196	0.275	0.190	0.165	0.131
FBgn0038861	CG7009	-	15.505	14.759	16.485	13.041	13.261
FBgn0038862	CG5798	UBPY ortholog	2.608	2.787	3.495	3.924	1.904
FBgn0038865	CG10824	-	0.143	0.138	0.238	0.392	0.274
FBgn0038866	CG5810	-	0.138	0.125	0.228	0.352	0.704
FBgn0038868	CG5862	-	14.406	14.162	18.672	20.929	31.652
FBgn0038869	CG3353	-	9.182	7.312	7.819	6.262	3.936
FBgn0038870	CG5871	O-GlcNAcase	5.101	5.492	5.618	4.172	3.727
FBgn0038871	CG3337	-	10.359	14.535	14.455	20.897	13.715
FBgn0038872	CG5874	Negative elongation factor A	1.721	2.156	1.204	1.243	1.374
FBgn0038873	CG5892	-	0.170	0.528	0.173	0.237	0.286
FBgn0038874	CG5911	ETHR	0.089	0.037	0.144	4.202	0.089
FBgn0038876	CG5919	-	4.056	5.111	4.930	7.216	3.828
FBgn0038877	CG3308	-	3.894	4.258	5.054	4.115	8.325
FBgn0038878	CG3301	-	13.998	5.953	69.113	7.263	23.991
FBgn0038879	CG17298	-	0.000	0.089	0.000	0.014	0.014
FBgn0038880	CG10823	SIFamide receptor	0.010	0.007	0.056	0.026	0.243
FBgn0038881	CG16791	-	20.387	17.068	12.837	14.151	6.886
FBgn0038886	CG6475	-	0.005	0.008	0.003	0.111	0.003
FBgn0038887	CG7907	-	0.001	0.005	0.000	0.010	0.000
FBgn0038888	CG15503	Chemosensory protein B 93a	0.000	0.000	0.000	0.000	0.000
FBgn0038889	CG7922	-	0.662	1.127	1.593	1.901	4.020
FBgn0038890	CG7956	-	0.319	0.316	0.451	0.230	0.218
FBgn0038892	CG15498	-	0.033	0.010	0.019	0.032	0.036
FBgn0038893	CG6353	-	37.419	55.456	47.929	30.283	53.111
FBgn0038894	CG15497	-	0.034	0.460	0.304	2.559	0.594
FBgn0038897	CG5849	-	10.028	13.118	7.901	14.783	6.545
FBgn0038901	CG13419	Bursicon	1.593	11.789	15.231	36.898	43.757
FBgn0038902	CG6800	-	0.204	0.048	0.362	0.577	0.049
FBgn0038903	CG13418	RpI12	4.720	6.644	10.922	12.192	6.671
FBgn0038909	CG6569	-	0.140	0.132	0.212	0.160	0.097
